39 255 178 183 
111 100 131 -440 
45 -164 28 -92 
209 215 178 216 
-103 -368 -86 -164 
43 -164 -83 194 
111 97 131 -440 
77 -125 -105 336 
77 -125 -105 336 
-151 -180 11 -443 
76 255 427 183 
-65 432 178 56 
-259 222 -101 194 
8 -158 -379 -256 
-63 420 178 213 
81 120 132 -508 
111 -126 131 -440 
81 -370 128 -214 
-151 121 11 -507 
-496 -368 -86 -164 
77 -125 432 336 
77 -125 432 336 
-286 -107 308 207 
-286 -107 308 207 
610 231 178 216 
610 231 178 216 
611 228 178 -79 
49 -164 648 -69 
45 -164 648 -92 
49 -164 648 -69 
45 -164 648 -92 
62 336 -101 543 
-60 -366 267 256 
-395 -369 153 -208 
662 335 189 96 
73 -155 648 -122 
73 -159 662 -92 
45 -159 662 -92 
75 900 9 73 
-60 -366 277 256 
-168 615 -179 57 
-240 -230 -101 636 
69 -230 -101 636 
662 335 -103 96 
-240 -230 -101 643 
-52 107 -7 -836 
81 -370 132 -508 
81 -370 132 -508 
81 -370 132 -508 
-685 -109 129 180 
206 -186 196 667 
-139 -917 -269 -65 
74 58 631 -426 
-151 -655 11 304 
204 -217 406 -335 
204 -217 406 -335 
206 -196 196 667 
-239 -208 -420 -628 
77 -160 -666 -446 
-302 -133 750 -197 
204 -211 433 -335 
204 -217 521 349 
-175 -363 -624 -351 
77 -160 -666 -450 
77 -160 -666 -450 
-60 -600 287 256 
-241 336 -101 572 
-362 544 -1 -316 
-285 -537 465 -93 
-362 543 -14 -316 
111 98 657 -440 
-496 -368 -489 -164 
-240 304 -101 636 
219 -827 10 -210 
219 -827 10 -210 
-989 -179 -275 -27 
-496 -126 605 -197 
679 100 130 -441 
-115 156 188 891 
-395 179 153 -560 
-395 179 153 -560 
-685 -109 -479 177 
-115 195 188 891 
-115 195 188 891 
-241 336 -101 636 
400 -164 648 -92 
-685 -128 -474 177 
-650 544 118 88 
8 759 -379 14 
8 759 -379 14 
-249 336 -100 636 
206 -210 -696 -372 
418 898 3 73 
403 336 -101 601 
418 898 3 73 
418 898 4 73 
74 58 631 -619 
-250 336 -101 636 
-362 543 -278 -316 
480 -176 54 -618 
